## Measurements of the probability distribution function of specific black hole accretion rates, p(log lambda_{sBHAR} | M_*,z),
## for All galaxies as a function of stellar mass and redshift.
## Taken from Aird et al. 2017b, MNRAS(in press), arXiv:1705.01132 (see Figure 2)
## Column description:
## z_lo, z_hi  - lower and upper limit of redshift bin
## mass_lo, mass_hi - lower and	upper limit of stellar mass bin	in log (Mstel/Msun)
## logl	- value	of log(specific black hole accretion rate) - see Equation 2 of Aird+17b
## p(median), p_lolim(90%CL), p_uplim(90%CL) - estimates of p(log lambda) (per unit dex), giving the median and 90% upper and lower
##                                             central confidence limits based on posterior distribution.
## flag	- 1 indicates reliable	measurement, 0 indicates potential for significant contamination by star formation thus unreliable.
##
#     z_lo      z_hi   mass_lo   mass_hi      logl      p(median)       p_lolim(90%CL)   p_uplim(90%CL)      flag
      2.50      3.00     11.00     11.50      0.92       6.53E-04       8.03E-05       4.11E-03   1
      2.50      3.00     11.00     11.50      1.00       5.88E-04       6.78E-05       3.96E-03   1
      2.50      3.00     11.00     11.50      1.08       5.38E-04       5.78E-05       3.63E-03   1
      2.50      3.00     11.00     11.50      1.16       4.99E-04       4.94E-05       3.50E-03   1
      2.50      3.00     11.00     11.50      1.24       4.65E-04       4.11E-05       3.29E-03   1
      2.50      3.00     11.00     11.50      1.32       4.35E-04       3.49E-05       3.22E-03   1
      2.50      3.00     11.00     11.50      1.40       4.09E-04       2.98E-05       3.14E-03   1
      2.50      3.00     11.00     11.50      1.48       3.79E-04       2.51E-05       3.08E-03   1
      2.50      3.00     11.00     11.50      1.56       3.62E-04       2.22E-05       3.08E-03   1
      2.50      3.00     11.00     11.50      1.64       3.44E-04       1.91E-05       3.15E-03   1
      2.50      3.00     11.00     11.50      1.72       3.34E-04       1.71E-05       3.34E-03   1
      2.50      3.00     11.00     11.50      1.80       3.17E-04       1.53E-05       3.42E-03   1
      2.50      3.00     11.00     11.50      1.88       3.07E-04       1.31E-05       3.45E-03   1
      2.50      3.00     11.00     11.50      1.96       2.89E-04       1.09E-05       3.54E-03   1
      2.50      3.00     11.00     11.50      2.04       2.69E-04       9.79E-06       3.48E-03   1
      2.50      3.00     11.00     11.50      2.12       2.49E-04       8.76E-06       3.55E-03   1
      2.50      3.00     11.00     11.50      2.20       2.31E-04       7.80E-06       3.62E-03   1
      2.50      3.00     11.00     11.50      2.28       2.14E-04       6.57E-06       3.62E-03   1
      2.50      3.00     11.00     11.50      2.36       1.82E-04       5.43E-06       3.38E-03   1
      2.50      3.00     11.00     11.50      2.44       1.57E-04       4.34E-06       3.11E-03   1
      2.50      3.00     11.00     11.50      2.52       1.25E-04       3.53E-06       2.46E-03   1
      2.50      3.00     11.00     11.50      2.60       8.99E-05       2.45E-06       1.95E-03   1
      2.50      3.00     11.00     11.50      2.68       5.86E-05       1.60E-06       1.38E-03   1
      2.50      3.00     11.00     11.50      2.76       3.50E-05       9.14E-07       8.50E-04   1
      2.50      3.00     11.00     11.50      2.84       1.74E-05       4.39E-07       4.45E-04   1
      2.50      3.00     11.00     11.50      2.92       7.12E-06       1.79E-07       1.89E-04   1
      2.00      2.50     11.00     11.50     -5.00       3.27E-03       1.33E-04       4.18E-02   0
      2.00      2.50     11.00     11.50     -4.92       4.84E-03       1.96E-04       6.08E-02   0
      2.00      2.50     11.00     11.50     -4.84       6.91E-03       2.85E-04       8.65E-02   0
      2.00      2.50     11.00     11.50     -4.76       9.73E-03       4.14E-04       1.17E-01   0
      2.00      2.50     11.00     11.50     -4.68       1.29E-02       5.54E-04       1.52E-01   0
      2.00      2.50     11.00     11.50     -4.60       1.64E-02       7.41E-04       1.83E-01   0
      2.00      2.50     11.00     11.50     -4.52       1.98E-02       9.64E-04       2.12E-01   0
      2.00      2.50     11.00     11.50     -4.44       2.29E-02       1.15E-03       2.34E-01   0
      2.00      2.50     11.00     11.50     -4.36       2.52E-02       1.41E-03       2.43E-01   0
      2.00      2.50     11.00     11.50     -4.28       2.73E-02       1.67E-03       2.48E-01   0
      2.00      2.50     11.00     11.50     -4.20       2.88E-02       1.88E-03       2.40E-01   0
      2.00      2.50     11.00     11.50     -4.12       2.88E-02       2.05E-03       2.26E-01   0
      2.00      2.50     11.00     11.50     -4.04       2.96E-02       2.20E-03       2.12E-01   0
      2.00      2.50     11.00     11.50     -3.96       3.03E-02       2.45E-03       2.09E-01   0
      2.00      2.50     11.00     11.50     -3.88       3.13E-02       2.71E-03       2.07E-01   0
      2.00      2.50     11.00     11.50     -3.80       3.22E-02       3.07E-03       2.04E-01   0
      2.00      2.50     11.00     11.50     -3.72       3.35E-02       3.44E-03       1.98E-01   0
      2.00      2.50     11.00     11.50     -3.64       3.48E-02       3.82E-03       2.00E-01   0
      2.00      2.50     11.00     11.50     -3.56       3.64E-02       4.26E-03       1.98E-01   0
      2.00      2.50     11.00     11.50     -3.48       3.81E-02       4.79E-03       1.91E-01   0
      2.00      2.50     11.00     11.50     -3.40       4.03E-02       5.50E-03       1.91E-01   0
      2.00      2.50     11.00     11.50     -3.32       4.30E-02       6.77E-03       1.92E-01   0
      2.00      2.50     11.00     11.50     -3.24       4.53E-02       7.88E-03       1.88E-01   0
      2.00      2.50     11.00     11.50     -3.16       5.01E-02       9.38E-03       1.88E-01   0
      2.00      2.50     11.00     11.50     -3.08       5.35E-02       1.20E-02       1.93E-01   0
      2.00      2.50     11.00     11.50     -3.00       5.83E-02       1.50E-02       1.93E-01   0
      2.00      2.50     11.00     11.50     -2.92       6.52E-02       1.84E-02       1.99E-01   0
      2.00      2.50     11.00     11.50     -2.84       7.22E-02       2.26E-02       2.02E-01   0
      2.00      2.50     11.00     11.50     -2.76       8.20E-02       2.83E-02       2.08E-01   0
      2.00      2.50     11.00     11.50     -2.68       9.21E-02       3.54E-02       2.14E-01   0
      2.00      2.50     11.00     11.50     -2.60       1.05E-01       4.51E-02       2.28E-01   0
      2.00      2.50     11.00     11.50     -2.52       1.19E-01       5.53E-02       2.40E-01   0
      2.00      2.50     11.00     11.50     -2.44       1.36E-01       6.78E-02       2.56E-01   1
      2.00      2.50     11.00     11.50     -2.36       1.53E-01       8.08E-02       2.72E-01   1
      2.00      2.50     11.00     11.50     -2.28       1.69E-01       9.67E-02       2.87E-01   1
      2.00      2.50     11.00     11.50     -2.20       1.84E-01       1.10E-01       3.00E-01   1
      2.00      2.50     11.00     11.50     -2.12       1.97E-01       1.22E-01       3.05E-01   1
      2.00      2.50     11.00     11.50     -2.04       2.07E-01       1.33E-01       3.10E-01   1
      2.00      2.50     11.00     11.50     -1.96       2.15E-01       1.40E-01       3.07E-01   1
      2.00      2.50     11.00     11.50     -1.88       2.19E-01       1.45E-01       3.02E-01   1
      2.00      2.50     11.00     11.50     -1.80       2.16E-01       1.51E-01       2.93E-01   1
      2.00      2.50     11.00     11.50     -1.72       2.11E-01       1.51E-01       2.86E-01   1
      2.00      2.50     11.00     11.50     -1.64       2.04E-01       1.48E-01       2.76E-01   1
      2.00      2.50     11.00     11.50     -1.56       1.96E-01       1.45E-01       2.62E-01   1
      2.00      2.50     11.00     11.50     -1.48       1.89E-01       1.39E-01       2.50E-01   1
      2.00      2.50     11.00     11.50     -1.40       1.82E-01       1.35E-01       2.40E-01   1
      2.00      2.50     11.00     11.50     -1.32       1.74E-01       1.29E-01       2.27E-01   1
      2.00      2.50     11.00     11.50     -1.24       1.65E-01       1.23E-01       2.15E-01   1
      2.00      2.50     11.00     11.50     -1.16       1.55E-01       1.14E-01       2.02E-01   1
      2.00      2.50     11.00     11.50     -1.08       1.41E-01       1.03E-01       1.85E-01   1
      2.00      2.50     11.00     11.50     -1.00       1.25E-01       9.06E-02       1.68E-01   1
      2.00      2.50     11.00     11.50     -0.92       1.08E-01       7.68E-02       1.45E-01   1
      2.00      2.50     11.00     11.50     -0.84       9.01E-02       6.24E-02       1.24E-01   1
      2.00      2.50     11.00     11.50     -0.76       7.24E-02       4.87E-02       1.04E-01   1
      2.00      2.50     11.00     11.50     -0.68       5.70E-02       3.65E-02       8.50E-02   1
      2.00      2.50     11.00     11.50     -0.60       4.48E-02       2.68E-02       6.84E-02   1
      2.00      2.50     11.00     11.50     -0.52       3.49E-02       1.99E-02       5.58E-02   1
      2.00      2.50     11.00     11.50     -0.44       2.76E-02       1.45E-02       4.48E-02   1
      2.00      2.50     11.00     11.50     -0.36       2.17E-02       1.13E-02       3.71E-02   1
      2.00      2.50     11.00     11.50     -0.28       1.75E-02       8.57E-03       3.09E-02   1
      2.00      2.50     11.00     11.50     -0.20       1.38E-02       6.55E-03       2.61E-02   1
      2.00      2.50     11.00     11.50     -0.12       1.10E-02       4.94E-03       2.22E-02   1
      2.00      2.50     11.00     11.50     -0.04       8.79E-03       3.72E-03       1.87E-02   1
      2.00      2.50     11.00     11.50      0.04       7.03E-03       2.77E-03       1.60E-02   1
      2.00      2.50     11.00     11.50      0.12       5.54E-03       2.07E-03       1.35E-02   1
      2.00      2.50     11.00     11.50      0.20       4.43E-03       1.47E-03       1.11E-02   1
      2.00      2.50     11.00     11.50      0.28       3.46E-03       1.09E-03       9.46E-03   1
      2.00      2.50     11.00     11.50      0.36       2.71E-03       7.74E-04       7.86E-03   1
      2.00      2.50     11.00     11.50      0.44       2.14E-03       5.56E-04       6.56E-03   1
      2.00      2.50     11.00     11.50      0.52       1.69E-03       4.21E-04       5.52E-03   1
      2.00      2.50     11.00     11.50      0.60       1.36E-03       3.07E-04       4.75E-03   1
      2.00      2.50     11.00     11.50      0.68       1.11E-03       2.30E-04       4.07E-03   1
      2.00      2.50     11.00     11.50      0.76       8.96E-04       1.81E-04       3.69E-03   1
      2.00      2.50     11.00     11.50      0.84       7.46E-04       1.38E-04       3.39E-03   1
      2.00      2.50     11.00     11.50      0.92       6.47E-04       1.08E-04       3.18E-03   1
      2.00      2.50     11.00     11.50      1.00       5.64E-04       8.53E-05       2.89E-03   1
      2.00      2.50     11.00     11.50      1.08       5.09E-04       6.95E-05       2.72E-03   1
      2.00      2.50     11.00     11.50      1.16       4.57E-04       5.74E-05       2.44E-03   1
      2.00      2.50     11.00     11.50      1.24       4.09E-04       4.87E-05       2.38E-03   1
      2.00      2.50     11.00     11.50      1.32       3.68E-04       4.21E-05       2.25E-03   1
      2.00      2.50     11.00     11.50      1.40       3.43E-04       3.74E-05       2.10E-03   1
      2.00      2.50     11.00     11.50      1.48       3.20E-04       3.30E-05       2.12E-03   1
      2.00      2.50     11.00     11.50      1.56       2.95E-04       2.89E-05       2.01E-03   1
      2.00      2.50     11.00     11.50      1.64       2.69E-04       2.52E-05       2.02E-03   1
      2.00      2.50     11.00     11.50      1.72       2.48E-04       2.10E-05       1.99E-03   1
      2.00      2.50     11.00     11.50      1.80       2.26E-04       1.79E-05       1.96E-03   1
      2.00      2.50     11.00     11.50      1.88       2.11E-04       1.65E-05       1.94E-03   1
      2.00      2.50     11.00     11.50      1.96       2.00E-04       1.30E-05       1.89E-03   1
      2.00      2.50     11.00     11.50      2.04       1.86E-04       1.10E-05       1.90E-03   1
      2.00      2.50     11.00     11.50      2.12       1.70E-04       8.87E-06       1.84E-03   1
      2.00      2.50     11.00     11.50      2.20       1.57E-04       7.45E-06       1.76E-03   1
      2.00      2.50     11.00     11.50      2.28       1.41E-04       6.62E-06       1.61E-03   1
      2.00      2.50     11.00     11.50      2.36       1.26E-04       5.19E-06       1.48E-03   1
      2.00      2.50     11.00     11.50      2.44       1.05E-04       3.83E-06       1.35E-03   1
      2.00      2.50     11.00     11.50      2.52       8.16E-05       2.96E-06       1.16E-03   1
      2.00      2.50     11.00     11.50      2.60       5.91E-05       2.17E-06       8.73E-04   1
      2.00      2.50     11.00     11.50      2.68       3.92E-05       1.40E-06       5.97E-04   1
      2.00      2.50     11.00     11.50      2.76       2.23E-05       7.91E-07       3.61E-04   1
      2.00      2.50     11.00     11.50      2.84       1.11E-05       3.86E-07       1.86E-04   1
      2.00      2.50     11.00     11.50      2.92       4.56E-06       1.54E-07       7.61E-05   1
      1.50      2.00     11.00     11.50     -5.00       2.68E-03       1.31E-04       3.06E-02   0
      1.50      2.00     11.00     11.50     -4.92       3.98E-03       1.96E-04       4.45E-02   0
      1.50      2.00     11.00     11.50     -4.84       5.70E-03       2.89E-04       6.28E-02   0
      1.50      2.00     11.00     11.50     -4.76       7.93E-03       4.16E-04       8.51E-02   0
      1.50      2.00     11.00     11.50     -4.68       1.05E-02       5.64E-04       1.09E-01   0
      1.50      2.00     11.00     11.50     -4.60       1.34E-02       7.65E-04       1.35E-01   0
      1.50      2.00     11.00     11.50     -4.52       1.65E-02       9.82E-04       1.61E-01   0
      1.50      2.00     11.00     11.50     -4.44       1.94E-02       1.18E-03       1.78E-01   0
      1.50      2.00     11.00     11.50     -4.36       2.19E-02       1.43E-03       1.84E-01   0
      1.50      2.00     11.00     11.50     -4.28       2.33E-02       1.66E-03       1.78E-01   0
      1.50      2.00     11.00     11.50     -4.20       2.39E-02       1.84E-03       1.69E-01   0
      1.50      2.00     11.00     11.50     -4.12       2.49E-02       2.12E-03       1.62E-01   0
      1.50      2.00     11.00     11.50     -4.04       2.53E-02       2.38E-03       1.51E-01   0
      1.50      2.00     11.00     11.50     -3.96       2.60E-02       2.59E-03       1.49E-01   0
      1.50      2.00     11.00     11.50     -3.88       2.62E-02       3.07E-03       1.43E-01   0
      1.50      2.00     11.00     11.50     -3.80       2.68E-02       3.57E-03       1.37E-01   0
      1.50      2.00     11.00     11.50     -3.72       2.78E-02       4.32E-03       1.32E-01   0
      1.50      2.00     11.00     11.50     -3.64       2.91E-02       5.09E-03       1.32E-01   0
      1.50      2.00     11.00     11.50     -3.56       3.06E-02       5.99E-03       1.29E-01   0
      1.50      2.00     11.00     11.50     -3.48       3.25E-02       7.20E-03       1.28E-01   0
      1.50      2.00     11.00     11.50     -3.40       3.48E-02       8.53E-03       1.27E-01   0
      1.50      2.00     11.00     11.50     -3.32       3.78E-02       1.02E-02       1.26E-01   0
      1.50      2.00     11.00     11.50     -3.24       4.07E-02       1.18E-02       1.28E-01   0
      1.50      2.00     11.00     11.50     -3.16       4.52E-02       1.39E-02       1.28E-01   0
      1.50      2.00     11.00     11.50     -3.08       5.02E-02       1.64E-02       1.33E-01   0
      1.50      2.00     11.00     11.50     -3.00       5.57E-02       1.94E-02       1.39E-01   0
      1.50      2.00     11.00     11.50     -2.92       6.22E-02       2.33E-02       1.45E-01   0
      1.50      2.00     11.00     11.50     -2.84       6.95E-02       2.82E-02       1.54E-01   0
      1.50      2.00     11.00     11.50     -2.76       7.75E-02       3.36E-02       1.60E-01   1
      1.50      2.00     11.00     11.50     -2.68       8.56E-02       3.87E-02       1.66E-01   1
      1.50      2.00     11.00     11.50     -2.60       9.26E-02       4.54E-02       1.69E-01   1
      1.50      2.00     11.00     11.50     -2.52       9.83E-02       5.15E-02       1.74E-01   1
      1.50      2.00     11.00     11.50     -2.44       1.04E-01       5.74E-02       1.76E-01   1
      1.50      2.00     11.00     11.50     -2.36       1.07E-01       6.32E-02       1.73E-01   1
      1.50      2.00     11.00     11.50     -2.28       1.10E-01       6.77E-02       1.67E-01   1
      1.50      2.00     11.00     11.50     -2.20       1.11E-01       7.12E-02       1.63E-01   1
      1.50      2.00     11.00     11.50     -2.12       1.10E-01       7.26E-02       1.58E-01   1
      1.50      2.00     11.00     11.50     -2.04       1.09E-01       7.36E-02       1.55E-01   1
      1.50      2.00     11.00     11.50     -1.96       1.07E-01       7.24E-02       1.51E-01   1
      1.50      2.00     11.00     11.50     -1.88       1.04E-01       7.21E-02       1.44E-01   1
      1.50      2.00     11.00     11.50     -1.80       1.01E-01       7.17E-02       1.40E-01   1
      1.50      2.00     11.00     11.50     -1.72       9.82E-02       7.07E-02       1.35E-01   1
      1.50      2.00     11.00     11.50     -1.64       9.47E-02       6.93E-02       1.27E-01   1
      1.50      2.00     11.00     11.50     -1.56       9.16E-02       6.76E-02       1.21E-01   1
      1.50      2.00     11.00     11.50     -1.48       8.88E-02       6.61E-02       1.15E-01   1
      1.50      2.00     11.00     11.50     -1.40       8.54E-02       6.42E-02       1.11E-01   1
      1.50      2.00     11.00     11.50     -1.32       8.20E-02       6.20E-02       1.08E-01   1
      1.50      2.00     11.00     11.50     -1.24       7.97E-02       5.99E-02       1.06E-01   1
      1.50      2.00     11.00     11.50     -1.16       7.73E-02       5.81E-02       1.02E-01   1
      1.50      2.00     11.00     11.50     -1.08       7.39E-02       5.54E-02       9.71E-02   1
      1.50      2.00     11.00     11.50     -1.00       6.97E-02       5.12E-02       9.15E-02   1
      1.50      2.00     11.00     11.50     -0.92       6.35E-02       4.61E-02       8.38E-02   1
      1.50      2.00     11.00     11.50     -0.84       5.51E-02       3.92E-02       7.33E-02   1
      1.50      2.00     11.00     11.50     -0.76       4.53E-02       3.18E-02       6.14E-02   1
      1.50      2.00     11.00     11.50     -0.68       3.52E-02       2.38E-02       4.91E-02   1
      1.50      2.00     11.00     11.50     -0.60       2.58E-02       1.65E-02       3.74E-02   1
      1.50      2.00     11.00     11.50     -0.52       1.76E-02       1.05E-02       2.77E-02   1
      1.50      2.00     11.00     11.50     -0.44       1.16E-02       6.11E-03       2.00E-02   1
      1.50      2.00     11.00     11.50     -0.36       7.44E-03       3.41E-03       1.43E-02   1
      1.50      2.00     11.00     11.50     -0.28       4.80E-03       1.95E-03       1.02E-02   1
      1.50      2.00     11.00     11.50     -0.20       3.10E-03       1.14E-03       7.33E-03   1
      1.50      2.00     11.00     11.50     -0.12       2.09E-03       6.51E-04       5.45E-03   1
      1.50      2.00     11.00     11.50     -0.04       1.49E-03       4.08E-04       4.26E-03   1
      1.50      2.00     11.00     11.50      0.04       1.08E-03       2.55E-04       3.38E-03   1
      1.50      2.00     11.00     11.50      0.12       8.12E-04       1.72E-04       2.74E-03   1
      1.50      2.00     11.00     11.50      0.20       6.40E-04       1.25E-04       2.32E-03   1
      1.50      2.00     11.00     11.50      0.28       5.23E-04       9.45E-05       1.98E-03   1
      1.50      2.00     11.00     11.50      0.36       4.30E-04       7.17E-05       1.73E-03   1
      1.50      2.00     11.00     11.50      0.44       3.60E-04       5.44E-05       1.57E-03   1
      1.50      2.00     11.00     11.50      0.52       3.06E-04       4.39E-05       1.44E-03   1
      1.50      2.00     11.00     11.50      0.60       2.64E-04       3.62E-05       1.30E-03   1
      1.50      2.00     11.00     11.50      0.68       2.32E-04       2.84E-05       1.21E-03   1
      1.50      2.00     11.00     11.50      0.76       2.04E-04       2.45E-05       1.12E-03   1
      1.50      2.00     11.00     11.50      0.84       1.85E-04       2.00E-05       1.06E-03   1
      1.50      2.00     11.00     11.50      0.92       1.72E-04       1.79E-05       9.85E-04   1
      1.50      2.00     11.00     11.50      1.00       1.53E-04       1.59E-05       9.31E-04   1
      1.50      2.00     11.00     11.50      1.08       1.43E-04       1.40E-05       8.99E-04   1
      1.50      2.00     11.00     11.50      1.16       1.33E-04       1.22E-05       8.66E-04   1
      1.50      2.00     11.00     11.50      1.24       1.21E-04       1.12E-05       8.34E-04   1
      1.50      2.00     11.00     11.50      1.32       1.14E-04       1.05E-05       8.15E-04   1
      1.50      2.00     11.00     11.50      1.40       1.04E-04       9.53E-06       7.92E-04   1
      1.50      2.00     11.00     11.50      1.48       9.90E-05       8.57E-06       7.84E-04   1
      1.50      2.00     11.00     11.50      1.56       9.25E-05       8.14E-06       7.71E-04   1
      1.50      2.00     11.00     11.50      1.64       8.73E-05       7.43E-06       7.69E-04   1
      1.50      2.00     11.00     11.50      1.72       8.32E-05       6.68E-06       7.44E-04   1
      1.50      2.00     11.00     11.50      1.80       7.76E-05       6.04E-06       7.63E-04   1
      1.50      2.00     11.00     11.50      1.88       7.56E-05       5.70E-06       7.62E-04   1
      1.50      2.00     11.00     11.50      1.96       7.15E-05       4.93E-06       7.74E-04   1
      1.50      2.00     11.00     11.50      2.04       6.87E-05       4.42E-06       7.94E-04   1
      1.50      2.00     11.00     11.50      2.12       6.52E-05       3.79E-06       7.91E-04   1
      1.50      2.00     11.00     11.50      2.20       6.00E-05       3.40E-06       7.72E-04   1
      1.50      2.00     11.00     11.50      2.28       5.43E-05       2.96E-06       7.56E-04   1
      1.50      2.00     11.00     11.50      2.36       4.77E-05       2.49E-06       7.18E-04   1
      1.50      2.00     11.00     11.50      2.44       4.07E-05       2.02E-06       6.61E-04   1
      1.50      2.00     11.00     11.50      2.52       3.19E-05       1.59E-06       5.38E-04   1
      1.50      2.00     11.00     11.50      2.60       2.34E-05       1.12E-06       4.09E-04   1
      1.50      2.00     11.00     11.50      2.68       1.56E-05       7.13E-07       2.88E-04   1
      1.50      2.00     11.00     11.50      2.76       9.29E-06       3.97E-07       1.75E-04   1
      1.50      2.00     11.00     11.50      2.84       4.69E-06       1.90E-07       9.03E-05   1
      1.50      2.00     11.00     11.50      2.92       1.93E-06       7.61E-08       3.82E-05   1
      1.00      1.50     11.00     11.50     -5.00       1.95E-03       1.37E-04       2.00E-02   0
      1.00      1.50     11.00     11.50     -4.92       2.89E-03       2.07E-04       2.92E-02   0
      1.00      1.50     11.00     11.50     -4.84       4.15E-03       3.05E-04       4.11E-02   0
      1.00      1.50     11.00     11.50     -4.76       5.77E-03       4.33E-04       5.54E-02   0
      1.00      1.50     11.00     11.50     -4.68       7.70E-03       6.06E-04       7.08E-02   0
      1.00      1.50     11.00     11.50     -4.60       9.79E-03       8.09E-04       8.63E-02   0
      1.00      1.50     11.00     11.50     -4.52       1.21E-02       1.05E-03       9.95E-02   0
      1.00      1.50     11.00     11.50     -4.44       1.42E-02       1.34E-03       1.08E-01   0
      1.00      1.50     11.00     11.50     -4.36       1.60E-02       1.52E-03       1.14E-01   0
      1.00      1.50     11.00     11.50     -4.28       1.70E-02       1.82E-03       1.14E-01   0
      1.00      1.50     11.00     11.50     -4.20       1.79E-02       2.16E-03       1.10E-01   0
      1.00      1.50     11.00     11.50     -4.12       1.87E-02       2.47E-03       1.04E-01   0
      1.00      1.50     11.00     11.50     -4.04       2.00E-02       2.91E-03       1.01E-01   0
      1.00      1.50     11.00     11.50     -3.96       2.07E-02       3.38E-03       9.83E-02   0
      1.00      1.50     11.00     11.50     -3.88       2.15E-02       3.90E-03       9.66E-02   0
      1.00      1.50     11.00     11.50     -3.80       2.23E-02       4.50E-03       9.58E-02   0
      1.00      1.50     11.00     11.50     -3.72       2.37E-02       5.12E-03       9.31E-02   0
      1.00      1.50     11.00     11.50     -3.64       2.55E-02       5.95E-03       9.35E-02   0
      1.00      1.50     11.00     11.50     -3.56       2.78E-02       7.19E-03       9.36E-02   0
      1.00      1.50     11.00     11.50     -3.48       3.10E-02       8.69E-03       9.65E-02   0
      1.00      1.50     11.00     11.50     -3.40       3.46E-02       1.04E-02       9.79E-02   0
      1.00      1.50     11.00     11.50     -3.32       3.87E-02       1.28E-02       1.02E-01   0
      1.00      1.50     11.00     11.50     -3.24       4.35E-02       1.58E-02       1.06E-01   0
      1.00      1.50     11.00     11.50     -3.16       4.86E-02       1.96E-02       1.11E-01   0
      1.00      1.50     11.00     11.50     -3.08       5.56E-02       2.41E-02       1.17E-01   1
      1.00      1.50     11.00     11.50     -3.00       6.30E-02       3.03E-02       1.23E-01   1
      1.00      1.50     11.00     11.50     -2.92       7.24E-02       3.74E-02       1.32E-01   1
      1.00      1.50     11.00     11.50     -2.84       8.21E-02       4.62E-02       1.39E-01   1
      1.00      1.50     11.00     11.50     -2.76       9.30E-02       5.60E-02       1.47E-01   1
      1.00      1.50     11.00     11.50     -2.68       1.04E-01       6.64E-02       1.57E-01   1
      1.00      1.50     11.00     11.50     -2.60       1.16E-01       7.69E-02       1.68E-01   1
      1.00      1.50     11.00     11.50     -2.52       1.27E-01       8.74E-02       1.76E-01   1
      1.00      1.50     11.00     11.50     -2.44       1.38E-01       9.74E-02       1.85E-01   1
      1.00      1.50     11.00     11.50     -2.36       1.45E-01       1.05E-01       1.89E-01   1
      1.00      1.50     11.00     11.50     -2.28       1.48E-01       1.11E-01       1.90E-01   1
      1.00      1.50     11.00     11.50     -2.20       1.46E-01       1.11E-01       1.85E-01   1
      1.00      1.50     11.00     11.50     -2.12       1.39E-01       1.06E-01       1.75E-01   1
      1.00      1.50     11.00     11.50     -2.04       1.27E-01       9.85E-02       1.62E-01   1
      1.00      1.50     11.00     11.50     -1.96       1.13E-01       8.61E-02       1.45E-01   1
      1.00      1.50     11.00     11.50     -1.88       9.81E-02       7.33E-02       1.26E-01   1
      1.00      1.50     11.00     11.50     -1.80       8.38E-02       6.25E-02       1.09E-01   1
      1.00      1.50     11.00     11.50     -1.72       7.12E-02       5.24E-02       9.39E-02   1
      1.00      1.50     11.00     11.50     -1.64       6.08E-02       4.43E-02       8.04E-02   1
      1.00      1.50     11.00     11.50     -1.56       5.30E-02       3.85E-02       7.09E-02   1
      1.00      1.50     11.00     11.50     -1.48       4.70E-02       3.42E-02       6.35E-02   1
      1.00      1.50     11.00     11.50     -1.40       4.23E-02       3.06E-02       5.76E-02   1
      1.00      1.50     11.00     11.50     -1.32       3.90E-02       2.81E-02       5.34E-02   1
      1.00      1.50     11.00     11.50     -1.24       3.61E-02       2.58E-02       4.92E-02   1
      1.00      1.50     11.00     11.50     -1.16       3.35E-02       2.33E-02       4.63E-02   1
      1.00      1.50     11.00     11.50     -1.08       3.09E-02       2.10E-02       4.29E-02   1
      1.00      1.50     11.00     11.50     -1.00       2.83E-02       1.91E-02       3.98E-02   1
      1.00      1.50     11.00     11.50     -0.92       2.54E-02       1.68E-02       3.64E-02   1
      1.00      1.50     11.00     11.50     -0.84       2.22E-02       1.43E-02       3.22E-02   1
      1.00      1.50     11.00     11.50     -0.76       1.88E-02       1.17E-02       2.80E-02   1
      1.00      1.50     11.00     11.50     -0.68       1.55E-02       9.44E-03       2.41E-02   1
      1.00      1.50     11.00     11.50     -0.60       1.23E-02       7.05E-03       2.00E-02   1
      1.00      1.50     11.00     11.50     -0.52       9.39E-03       4.91E-03       1.60E-02   1
      1.00      1.50     11.00     11.50     -0.44       6.98E-03       3.31E-03       1.27E-02   1
      1.00      1.50     11.00     11.50     -0.36       5.13E-03       2.20E-03       1.00E-02   1
      1.00      1.50     11.00     11.50     -0.28       3.72E-03       1.48E-03       7.81E-03   1
      1.00      1.50     11.00     11.50     -0.20       2.68E-03       1.00E-03       6.12E-03   1
      1.00      1.50     11.00     11.50     -0.12       1.94E-03       6.67E-04       4.70E-03   1
      1.00      1.50     11.00     11.50     -0.04       1.42E-03       4.35E-04       3.88E-03   1
      1.00      1.50     11.00     11.50      0.04       1.06E-03       2.92E-04       3.26E-03   1
      1.00      1.50     11.00     11.50      0.12       8.12E-04       2.01E-04       2.68E-03   1
      1.00      1.50     11.00     11.50      0.20       6.42E-04       1.35E-04       2.25E-03   1
      1.00      1.50     11.00     11.50      0.28       5.15E-04       1.05E-04       1.96E-03   1
      1.00      1.50     11.00     11.50      0.36       4.27E-04       7.60E-05       1.69E-03   1
      1.00      1.50     11.00     11.50      0.44       3.57E-04       5.99E-05       1.52E-03   1
      1.00      1.50     11.00     11.50      0.52       3.00E-04       4.61E-05       1.36E-03   1
      1.00      1.50     11.00     11.50      0.60       2.51E-04       3.68E-05       1.20E-03   1
      1.00      1.50     11.00     11.50      0.68       2.15E-04       2.94E-05       1.07E-03   1
      1.00      1.50     11.00     11.50      0.76       1.89E-04       2.45E-05       9.67E-04   1
      1.00      1.50     11.00     11.50      0.84       1.67E-04       2.07E-05       9.22E-04   1
      1.00      1.50     11.00     11.50      0.92       1.48E-04       1.66E-05       8.40E-04   1
      1.00      1.50     11.00     11.50      1.00       1.32E-04       1.36E-05       7.86E-04   1
      1.00      1.50     11.00     11.50      1.08       1.20E-04       1.18E-05       7.44E-04   1
      1.00      1.50     11.00     11.50      1.16       1.12E-04       1.05E-05       7.16E-04   1
