## Measurements of the probability distribution function of specific black hole accretion rates, p(log lambda_{sBHAR} | M_*,z),
## for All galaxies as a function of stellar mass and redshift.
## Taken from Aird et al. 2017b, MNRAS(in press), arXiv:1705.01132 (see Figure 2)
## Column description:
## z_lo, z_hi  - lower and upper limit of redshift bin
## mass_lo, mass_hi - lower and	upper limit of stellar mass bin	in log (Mstel/Msun)
## logl	- value	of log(specific black hole accretion rate) - see Equation 2 of Aird+17b
## p(median), p_lolim(90%CL), p_uplim(90%CL) - estimates of p(log lambda) (per unit dex), giving the median and 90% upper and lower
##                                             central confidence limits based on posterior distribution.
## flag	- 1 indicates reliable	measurement, 0 indicates potential for significant contamination by star formation thus unreliable.
##
#     z_lo      z_hi   mass_lo   mass_hi      logl      p(median)       p_lolim(90%CL)   p_uplim(90%CL)      flag
      1.50      2.00      9.50     10.00      0.60       4.05E-04       8.04E-05       1.31E-03   1
      1.50      2.00      9.50     10.00      0.68       3.28E-04       6.45E-05       1.18E-03   1
      1.50      2.00      9.50     10.00      0.76       2.73E-04       4.97E-05       1.07E-03   1
      1.50      2.00      9.50     10.00      0.84       2.29E-04       3.92E-05       9.45E-04   1
      1.50      2.00      9.50     10.00      0.92       1.92E-04       3.01E-05       8.64E-04   1
      1.50      2.00      9.50     10.00      1.00       1.63E-04       2.49E-05       7.84E-04   1
      1.50      2.00      9.50     10.00      1.08       1.39E-04       2.00E-05       6.97E-04   1
      1.50      2.00      9.50     10.00      1.16       1.18E-04       1.76E-05       6.22E-04   1
      1.50      2.00      9.50     10.00      1.24       1.03E-04       1.41E-05       5.68E-04   1
      1.50      2.00      9.50     10.00      1.32       9.01E-05       1.16E-05       5.17E-04   1
      1.50      2.00      9.50     10.00      1.40       8.10E-05       9.08E-06       4.91E-04   1
      1.50      2.00      9.50     10.00      1.48       7.40E-05       7.61E-06       4.83E-04   1
      1.50      2.00      9.50     10.00      1.56       6.82E-05       6.10E-06       4.55E-04   1
      1.50      2.00      9.50     10.00      1.64       6.48E-05       5.41E-06       4.44E-04   1
      1.50      2.00      9.50     10.00      1.72       6.16E-05       4.90E-06       4.57E-04   1
      1.50      2.00      9.50     10.00      1.80       5.99E-05       4.40E-06       4.68E-04   1
      1.50      2.00      9.50     10.00      1.88       5.76E-05       3.99E-06       4.73E-04   1
      1.50      2.00      9.50     10.00      1.96       5.40E-05       3.60E-06       4.83E-04   1
      1.50      2.00      9.50     10.00      2.04       4.91E-05       3.19E-06       4.89E-04   1
      1.50      2.00      9.50     10.00      2.12       4.55E-05       2.83E-06       4.73E-04   1
      1.50      2.00      9.50     10.00      2.20       4.05E-05       2.29E-06       4.58E-04   1
      1.50      2.00      9.50     10.00      2.28       3.76E-05       1.85E-06       4.42E-04   1
      1.50      2.00      9.50     10.00      2.36       3.33E-05       1.57E-06       4.21E-04   1
      1.50      2.00      9.50     10.00      2.44       2.85E-05       1.20E-06       3.69E-04   1
      1.50      2.00      9.50     10.00      2.52       2.29E-05       8.84E-07       3.08E-04   1
      1.50      2.00      9.50     10.00      2.60       1.66E-05       5.69E-07       2.33E-04   1
      1.50      2.00      9.50     10.00      2.68       1.10E-05       3.65E-07       1.65E-04   1
      1.50      2.00      9.50     10.00      2.76       6.47E-06       2.11E-07       1.02E-04   1
      1.50      2.00      9.50     10.00      2.84       3.22E-06       9.48E-08       5.34E-05   1
      1.50      2.00      9.50     10.00      2.92       1.32E-06       3.78E-08       2.25E-05   1
      1.00      1.50      9.50     10.00     -5.00       1.80E-02       1.27E-03       9.60E-02   0
      1.00      1.50      9.50     10.00     -4.92       2.63E-02       1.87E-03       1.38E-01   0
      1.00      1.50      9.50     10.00     -4.84       3.74E-02       2.68E-03       1.93E-01   0
      1.00      1.50      9.50     10.00     -4.76       5.12E-02       3.71E-03       2.58E-01   0
      1.00      1.50      9.50     10.00     -4.68       6.73E-02       5.08E-03       3.30E-01   0
      1.00      1.50      9.50     10.00     -4.60       8.44E-02       6.55E-03       4.01E-01   0
      1.00      1.50      9.50     10.00     -4.52       1.01E-01       8.18E-03       4.57E-01   0
      1.00      1.50      9.50     10.00     -4.44       1.16E-01       9.77E-03       4.83E-01   0
      1.00      1.50      9.50     10.00     -4.36       1.27E-01       1.13E-02       4.96E-01   0
      1.00      1.50      9.50     10.00     -4.28       1.28E-01       1.19E-02       4.84E-01   0
      1.00      1.50      9.50     10.00     -4.20       1.21E-01       1.24E-02       4.47E-01   0
      1.00      1.50      9.50     10.00     -4.12       1.12E-01       1.25E-02       4.17E-01   0
      1.00      1.50      9.50     10.00     -4.04       1.00E-01       1.17E-02       3.77E-01   0
      1.00      1.50      9.50     10.00     -3.96       9.00E-02       1.12E-02       3.43E-01   0
      1.00      1.50      9.50     10.00     -3.88       8.15E-02       1.03E-02       3.13E-01   0
      1.00      1.50      9.50     10.00     -3.80       7.18E-02       9.62E-03       2.81E-01   0
      1.00      1.50      9.50     10.00     -3.72       6.42E-02       9.01E-03       2.53E-01   0
      1.00      1.50      9.50     10.00     -3.64       5.54E-02       8.18E-03       2.27E-01   0
      1.00      1.50      9.50     10.00     -3.56       4.86E-02       7.55E-03       2.02E-01   0
      1.00      1.50      9.50     10.00     -3.48       4.23E-02       6.69E-03       1.77E-01   0
      1.00      1.50      9.50     10.00     -3.40       3.72E-02       6.38E-03       1.58E-01   0
      1.00      1.50      9.50     10.00     -3.32       3.26E-02       5.68E-03       1.38E-01   0
      1.00      1.50      9.50     10.00     -3.24       2.85E-02       5.10E-03       1.20E-01   0
      1.00      1.50      9.50     10.00     -3.16       2.52E-02       4.51E-03       1.03E-01   0
      1.00      1.50      9.50     10.00     -3.08       2.20E-02       4.17E-03       9.07E-02   0
      1.00      1.50      9.50     10.00     -3.00       1.96E-02       3.92E-03       7.77E-02   0
      1.00      1.50      9.50     10.00     -2.92       1.73E-02       3.52E-03       7.05E-02   0
      1.00      1.50      9.50     10.00     -2.84       1.54E-02       3.20E-03       6.19E-02   0
      1.00      1.50      9.50     10.00     -2.76       1.35E-02       3.06E-03       5.46E-02   0
      1.00      1.50      9.50     10.00     -2.68       1.21E-02       2.84E-03       4.98E-02   0
      1.00      1.50      9.50     10.00     -2.60       1.12E-02       2.79E-03       4.50E-02   1
      1.00      1.50      9.50     10.00     -2.52       1.03E-02       2.67E-03       4.07E-02   1
      1.00      1.50      9.50     10.00     -2.44       9.69E-03       2.58E-03       3.61E-02   1
      1.00      1.50      9.50     10.00     -2.36       9.36E-03       2.70E-03       3.30E-02   1
      1.00      1.50      9.50     10.00     -2.28       9.09E-03       2.65E-03       2.88E-02   1
      1.00      1.50      9.50     10.00     -2.20       9.02E-03       2.70E-03       2.71E-02   1
      1.00      1.50      9.50     10.00     -2.12       8.75E-03       2.82E-03       2.53E-02   1
      1.00      1.50      9.50     10.00     -2.04       8.83E-03       2.87E-03       2.40E-02   1
      1.00      1.50      9.50     10.00     -1.96       8.71E-03       2.90E-03       2.31E-02   1
      1.00      1.50      9.50     10.00     -1.88       8.71E-03       3.02E-03       2.23E-02   1
      1.00      1.50      9.50     10.00     -1.80       8.70E-03       3.16E-03       2.10E-02   1
      1.00      1.50      9.50     10.00     -1.72       8.66E-03       3.28E-03       2.00E-02   1
      1.00      1.50      9.50     10.00     -1.64       8.54E-03       3.42E-03       1.87E-02   1
      1.00      1.50      9.50     10.00     -1.56       8.37E-03       3.61E-03       1.71E-02   1
      1.00      1.50      9.50     10.00     -1.48       8.23E-03       3.67E-03       1.58E-02   1
      1.00      1.50      9.50     10.00     -1.40       8.03E-03       3.80E-03       1.47E-02   1
      1.00      1.50      9.50     10.00     -1.32       7.79E-03       3.90E-03       1.37E-02   1
      1.00      1.50      9.50     10.00     -1.24       7.67E-03       4.16E-03       1.30E-02   1
      1.00      1.50      9.50     10.00     -1.16       7.56E-03       4.32E-03       1.25E-02   1
      1.00      1.50      9.50     10.00     -1.08       7.51E-03       4.42E-03       1.19E-02   1
      1.00      1.50      9.50     10.00     -1.00       7.53E-03       4.65E-03       1.16E-02   1
      1.00      1.50      9.50     10.00     -0.92       7.64E-03       4.99E-03       1.14E-02   1
      1.00      1.50      9.50     10.00     -0.84       7.79E-03       5.29E-03       1.13E-02   1
      1.00      1.50      9.50     10.00     -0.76       7.91E-03       5.56E-03       1.11E-02   1
      1.00      1.50      9.50     10.00     -0.68       7.94E-03       5.69E-03       1.09E-02   1
      1.00      1.50      9.50     10.00     -0.60       7.85E-03       5.67E-03       1.07E-02   1
      1.00      1.50      9.50     10.00     -0.52       7.60E-03       5.49E-03       1.02E-02   1
      1.00      1.50      9.50     10.00     -0.44       7.11E-03       5.17E-03       9.39E-03   1
      1.00      1.50      9.50     10.00     -0.36       6.36E-03       4.62E-03       8.41E-03   1
      1.00      1.50      9.50     10.00     -0.28       5.46E-03       3.93E-03       7.31E-03   1
      1.00      1.50      9.50     10.00     -0.20       4.50E-03       3.18E-03       6.16E-03   1
      1.00      1.50      9.50     10.00     -0.12       3.59E-03       2.46E-03       5.06E-03   1
      1.00      1.50      9.50     10.00     -0.04       2.78E-03       1.85E-03       4.06E-03   1
      1.00      1.50      9.50     10.00      0.04       2.16E-03       1.37E-03       3.29E-03   1
      1.00      1.50      9.50     10.00      0.12       1.69E-03       1.03E-03       2.66E-03   1
      1.00      1.50      9.50     10.00      0.20       1.37E-03       7.84E-04       2.23E-03   1
      1.00      1.50      9.50     10.00      0.28       1.16E-03       6.40E-04       1.91E-03   1
      1.00      1.50      9.50     10.00      0.36       9.99E-04       5.38E-04       1.66E-03   1
      1.00      1.50      9.50     10.00      0.44       8.64E-04       4.47E-04       1.48E-03   1
      1.00      1.50      9.50     10.00      0.52       7.47E-04       3.72E-04       1.32E-03   1
      1.00      1.50      9.50     10.00      0.60       6.30E-04       3.01E-04       1.15E-03   1
      1.00      1.50      9.50     10.00      0.68       5.18E-04       2.39E-04       9.87E-04   1
      1.00      1.50      9.50     10.00      0.76       4.16E-04       1.84E-04       8.23E-04   1
      1.00      1.50      9.50     10.00      0.84       3.22E-04       1.35E-04       6.80E-04   1
      1.00      1.50      9.50     10.00      0.92       2.46E-04       9.24E-05       5.59E-04   1
      1.00      1.50      9.50     10.00      1.00       1.86E-04       6.27E-05       4.58E-04   1
      1.00      1.50      9.50     10.00      1.08       1.40E-04       4.30E-05       3.78E-04   1
      1.00      1.50      9.50     10.00      1.16       1.07E-04       3.15E-05       3.20E-04   1
      1.00      1.50      9.50     10.00      1.24       8.35E-05       2.27E-05       2.76E-04   1
      1.00      1.50      9.50     10.00      1.32       6.72E-05       1.66E-05       2.34E-04   1
      1.00      1.50      9.50     10.00      1.40       5.55E-05       1.26E-05       1.98E-04   1
      1.00      1.50      9.50     10.00      1.48       4.75E-05       9.95E-06       1.75E-04   1
      1.00      1.50      9.50     10.00      1.56       4.07E-05       8.49E-06       1.60E-04   1
      1.00      1.50      9.50     10.00      1.64       3.59E-05       7.27E-06       1.45E-04   1
      1.00      1.50      9.50     10.00      1.72       3.18E-05       6.27E-06       1.38E-04   1
      1.00      1.50      9.50     10.00      1.80       2.90E-05       5.40E-06       1.33E-04   1
      1.00      1.50      9.50     10.00      1.88       2.67E-05       4.72E-06       1.28E-04   1
      1.00      1.50      9.50     10.00      1.96       2.44E-05       4.17E-06       1.22E-04   1
      1.00      1.50      9.50     10.00      2.04       2.25E-05       3.68E-06       1.20E-04   1
      1.00      1.50      9.50     10.00      2.12       2.06E-05       3.33E-06       1.16E-04   1
      1.00      1.50      9.50     10.00      2.20       1.90E-05       2.82E-06       1.09E-04   1
      1.00      1.50      9.50     10.00      2.28       1.71E-05       2.45E-06       1.05E-04   1
      1.00      1.50      9.50     10.00      2.36       1.49E-05       2.10E-06       9.70E-05   1
      1.00      1.50      9.50     10.00      2.44       1.28E-05       1.68E-06       8.40E-05   1
      1.00      1.50      9.50     10.00      2.52       1.01E-05       1.28E-06       6.88E-05   1
      1.00      1.50      9.50     10.00      2.60       7.41E-06       9.15E-07       5.24E-05   1
      1.00      1.50      9.50     10.00      2.68       4.96E-06       5.89E-07       3.77E-05   1
      1.00      1.50      9.50     10.00      2.76       2.91E-06       3.35E-07       2.35E-05   1
      1.00      1.50      9.50     10.00      2.84       1.48E-06       1.57E-07       1.21E-05   1
      1.00      1.50      9.50     10.00      2.92       6.11E-07       6.45E-08       5.09E-06   1
      0.50      1.00      9.50     10.00     -5.00       4.25E-03       3.56E-04       3.45E-02   0
      0.50      1.00      9.50     10.00     -4.92       6.26E-03       5.38E-04       4.96E-02   0
      0.50      1.00      9.50     10.00     -4.84       8.91E-03       7.86E-04       6.94E-02   0
      0.50      1.00      9.50     10.00     -4.76       1.22E-02       1.09E-03       9.31E-02   0
      0.50      1.00      9.50     10.00     -4.68       1.60E-02       1.51E-03       1.19E-01   0
      0.50      1.00      9.50     10.00     -4.60       2.00E-02       1.92E-03       1.44E-01   0
      0.50      1.00      9.50     10.00     -4.52       2.39E-02       2.43E-03       1.65E-01   0
      0.50      1.00      9.50     10.00     -4.44       2.74E-02       2.89E-03       1.77E-01   0
      0.50      1.00      9.50     10.00     -4.36       2.97E-02       3.21E-03       1.77E-01   0
      0.50      1.00      9.50     10.00     -4.28       3.03E-02       3.55E-03       1.73E-01   0
      0.50      1.00      9.50     10.00     -4.20       2.97E-02       3.77E-03       1.63E-01   0
      0.50      1.00      9.50     10.00     -4.12       2.82E-02       3.75E-03       1.45E-01   0
      0.50      1.00      9.50     10.00     -4.04       2.65E-02       3.75E-03       1.32E-01   0
      0.50      1.00      9.50     10.00     -3.96       2.44E-02       3.50E-03       1.24E-01   0
      0.50      1.00      9.50     10.00     -3.88       2.20E-02       3.28E-03       1.08E-01   0
      0.50      1.00      9.50     10.00     -3.80       2.01E-02       3.14E-03       9.34E-02   0
      0.50      1.00      9.50     10.00     -3.72       1.80E-02       3.12E-03       8.45E-02   0
      0.50      1.00      9.50     10.00     -3.64       1.65E-02       3.09E-03       7.24E-02   0
      0.50      1.00      9.50     10.00     -3.56       1.50E-02       2.92E-03       6.46E-02   0
      0.50      1.00      9.50     10.00     -3.48       1.39E-02       2.77E-03       5.66E-02   0
      0.50      1.00      9.50     10.00     -3.40       1.28E-02       2.74E-03       5.06E-02   0
      0.50      1.00      9.50     10.00     -3.32       1.19E-02       2.79E-03       4.44E-02   0
      0.50      1.00      9.50     10.00     -3.24       1.10E-02       2.79E-03       3.87E-02   0
      0.50      1.00      9.50     10.00     -3.16       1.03E-02       2.70E-03       3.56E-02   0
      0.50      1.00      9.50     10.00     -3.08       9.75E-03       2.65E-03       3.33E-02   0
      0.50      1.00      9.50     10.00     -3.00       9.28E-03       2.63E-03       3.04E-02   1
      0.50      1.00      9.50     10.00     -2.92       8.78E-03       2.65E-03       2.85E-02   1
      0.50      1.00      9.50     10.00     -2.84       8.62E-03       2.65E-03       2.70E-02   1
      0.50      1.00      9.50     10.00     -2.76       8.41E-03       2.69E-03       2.49E-02   1
      0.50      1.00      9.50     10.00     -2.68       8.30E-03       2.72E-03       2.38E-02   1
      0.50      1.00      9.50     10.00     -2.60       8.21E-03       2.85E-03       2.21E-02   1
      0.50      1.00      9.50     10.00     -2.52       8.23E-03       2.87E-03       2.13E-02   1
      0.50      1.00      9.50     10.00     -2.44       8.20E-03       2.83E-03       2.01E-02   1
      0.50      1.00      9.50     10.00     -2.36       8.09E-03       2.95E-03       1.91E-02   1
      0.50      1.00      9.50     10.00     -2.28       8.04E-03       2.98E-03       1.84E-02   1
      0.50      1.00      9.50     10.00     -2.20       7.97E-03       3.05E-03       1.74E-02   1
      0.50      1.00      9.50     10.00     -2.12       7.83E-03       3.18E-03       1.67E-02   1
      0.50      1.00      9.50     10.00     -2.04       7.64E-03       3.21E-03       1.57E-02   1
      0.50      1.00      9.50     10.00     -1.96       7.56E-03       3.28E-03       1.46E-02   1
      0.50      1.00      9.50     10.00     -1.88       7.35E-03       3.31E-03       1.38E-02   1
      0.50      1.00      9.50     10.00     -1.80       7.11E-03       3.43E-03       1.28E-02   1
      0.50      1.00      9.50     10.00     -1.72       6.80E-03       3.47E-03       1.19E-02   1
      0.50      1.00      9.50     10.00     -1.64       6.53E-03       3.51E-03       1.10E-02   1
      0.50      1.00      9.50     10.00     -1.56       6.23E-03       3.49E-03       1.03E-02   1
      0.50      1.00      9.50     10.00     -1.48       5.88E-03       3.44E-03       9.62E-03   1
      0.50      1.00      9.50     10.00     -1.40       5.58E-03       3.33E-03       8.87E-03   1
      0.50      1.00      9.50     10.00     -1.32       5.28E-03       3.27E-03       8.10E-03   1
      0.50      1.00      9.50     10.00     -1.24       4.95E-03       3.10E-03       7.40E-03   1
      0.50      1.00      9.50     10.00     -1.16       4.57E-03       2.97E-03       6.85E-03   1
      0.50      1.00      9.50     10.00     -1.08       4.21E-03       2.81E-03       6.28E-03   1
      0.50      1.00      9.50     10.00     -1.00       3.90E-03       2.64E-03       5.72E-03   1
      0.50      1.00      9.50     10.00     -0.92       3.58E-03       2.38E-03       5.13E-03   1
      0.50      1.00      9.50     10.00     -0.84       3.24E-03       2.15E-03       4.63E-03   1
      0.50      1.00      9.50     10.00     -0.76       2.90E-03       1.96E-03       4.12E-03   1
      0.50      1.00      9.50     10.00     -0.68       2.58E-03       1.75E-03       3.70E-03   1
      0.50      1.00      9.50     10.00     -0.60       2.27E-03       1.55E-03       3.26E-03   1
      0.50      1.00      9.50     10.00     -0.52       2.00E-03       1.36E-03       2.89E-03   1
      0.50      1.00      9.50     10.00     -0.44       1.78E-03       1.18E-03       2.57E-03   1
      0.50      1.00      9.50     10.00     -0.36       1.59E-03       1.02E-03       2.30E-03   1
      0.50      1.00      9.50     10.00     -0.28       1.42E-03       8.97E-04       2.11E-03   1
      0.50      1.00      9.50     10.00     -0.20       1.28E-03       8.03E-04       1.93E-03   1
      0.50      1.00      9.50     10.00     -0.12       1.16E-03       7.03E-04       1.78E-03   1
      0.50      1.00      9.50     10.00     -0.04       1.05E-03       6.24E-04       1.63E-03   1
      0.50      1.00      9.50     10.00      0.04       9.39E-04       5.51E-04       1.49E-03   1
      0.50      1.00      9.50     10.00      0.12       8.41E-04       4.82E-04       1.36E-03   1
      0.50      1.00      9.50     10.00      0.20       7.49E-04       4.12E-04       1.20E-03   1
      0.50      1.00      9.50     10.00      0.28       6.46E-04       3.50E-04       1.08E-03   1
      0.50      1.00      9.50     10.00      0.36       5.46E-04       2.85E-04       9.39E-04   1
      0.50      1.00      9.50     10.00      0.44       4.52E-04       2.31E-04       7.98E-04   1
      0.50      1.00      9.50     10.00      0.52       3.67E-04       1.82E-04       6.90E-04   1
      0.50      1.00      9.50     10.00      0.60       2.97E-04       1.42E-04       5.97E-04   1
      0.50      1.00      9.50     10.00      0.68       2.37E-04       1.04E-04       5.15E-04   1
      0.50      1.00      9.50     10.00      0.76       1.88E-04       7.39E-05       4.35E-04   1
      0.50      1.00      9.50     10.00      0.84       1.48E-04       5.20E-05       3.67E-04   1
      0.50      1.00      9.50     10.00      0.92       1.16E-04       3.70E-05       3.09E-04   1
      0.50      1.00      9.50     10.00      1.00       9.14E-05       2.63E-05       2.59E-04   1
      0.50      1.00      9.50     10.00      1.08       7.24E-05       1.99E-05       2.19E-04   1
      0.50      1.00      9.50     10.00      1.16       5.74E-05       1.56E-05       1.83E-04   1
      0.50      1.00      9.50     10.00      1.24       4.64E-05       1.25E-05       1.56E-04   1
      0.50      1.00      9.50     10.00      1.32       3.89E-05       9.86E-06       1.35E-04   1
      0.50      1.00      9.50     10.00      1.40       3.29E-05       7.63E-06       1.15E-04   1
      0.50      1.00      9.50     10.00      1.48       2.83E-05       6.32E-06       1.07E-04   1
      0.50      1.00      9.50     10.00      1.56       2.47E-05       5.09E-06       1.01E-04   1
      0.50      1.00      9.50     10.00      1.64       2.18E-05       4.16E-06       9.81E-05   1
      0.50      1.00      9.50     10.00      1.72       2.01E-05       3.47E-06       9.36E-05   1
      0.50      1.00      9.50     10.00      1.80       1.84E-05       2.80E-06       8.85E-05   1
      0.50      1.00      9.50     10.00      1.88       1.67E-05       2.38E-06       8.47E-05   1
      0.50      1.00      9.50     10.00      1.96       1.54E-05       2.05E-06       8.65E-05   1
      0.50      1.00      9.50     10.00      2.04       1.42E-05       1.75E-06       8.20E-05   1
      0.50      1.00      9.50     10.00      2.12       1.29E-05       1.46E-06       7.95E-05   1
      0.50      1.00      9.50     10.00      2.20       1.18E-05       1.18E-06       7.76E-05   1
      0.50      1.00      9.50     10.00      2.28       1.05E-05       1.02E-06       7.35E-05   1
      0.50      1.00      9.50     10.00      2.36       8.91E-06       8.07E-07       6.94E-05   1
      0.50      1.00      9.50     10.00      2.44       7.31E-06       6.32E-07       6.01E-05   1
      0.50      1.00      9.50     10.00      2.52       5.81E-06       4.71E-07       5.04E-05   1
      0.50      1.00      9.50     10.00      2.60       4.17E-06       3.15E-07       3.85E-05   1
      0.50      1.00      9.50     10.00      2.68       2.69E-06       2.04E-07       2.64E-05   1
      0.50      1.00      9.50     10.00      2.76       1.56E-06       1.16E-07       1.60E-05   1
      0.50      1.00      9.50     10.00      2.84       7.78E-07       5.39E-08       8.02E-06   1
      0.50      1.00      9.50     10.00      2.92       3.17E-07       2.17E-08       3.39E-06   1
      0.10      0.50      9.50     10.00     -5.00       2.97E-03       2.19E-04       2.98E-02   0
      0.10      0.50      9.50     10.00     -4.92       4.39E-03       3.24E-04       4.30E-02   0
      0.10      0.50      9.50     10.00     -4.84       6.26E-03       4.69E-04       6.04E-02   0
      0.10      0.50      9.50     10.00     -4.76       8.63E-03       6.62E-04       8.08E-02   0
      0.10      0.50      9.50     10.00     -4.68       1.15E-02       9.04E-04       1.03E-01   0
      0.10      0.50      9.50     10.00     -4.60       1.44E-02       1.20E-03       1.25E-01   0
      0.10      0.50      9.50     10.00     -4.52       1.72E-02       1.47E-03       1.45E-01   0
      0.10      0.50      9.50     10.00     -4.44       1.98E-02       1.78E-03       1.53E-01   0
      0.10      0.50      9.50     10.00     -4.36       2.12E-02       2.05E-03       1.55E-01   0
      0.10      0.50      9.50     10.00     -4.28       2.15E-02       2.27E-03       1.43E-01   0
      0.10      0.50      9.50     10.00     -4.20       2.17E-02       2.46E-03       1.30E-01   0
      0.10      0.50      9.50     10.00     -4.12       2.10E-02       2.53E-03       1.13E-01   0
      0.10      0.50      9.50     10.00     -4.04       1.99E-02       2.67E-03       9.88E-02   0
      0.10      0.50      9.50     10.00     -3.96       1.90E-02       2.76E-03       8.57E-02   0
      0.10      0.50      9.50     10.00     -3.88       1.79E-02       2.86E-03       7.57E-02   0
      0.10      0.50      9.50     10.00     -3.80       1.65E-02       2.92E-03       6.79E-02   0
      0.10      0.50      9.50     10.00     -3.72       1.55E-02       2.90E-03       5.95E-02   0
      0.10      0.50      9.50     10.00     -3.64       1.46E-02       2.85E-03       5.44E-02   0
      0.10      0.50      9.50     10.00     -3.56       1.38E-02       2.83E-03       5.03E-02   0
      0.10      0.50      9.50     10.00     -3.48       1.31E-02       2.84E-03       4.68E-02   1
      0.10      0.50      9.50     10.00     -3.40       1.23E-02       2.83E-03       4.32E-02   1
      0.10      0.50      9.50     10.00     -3.32       1.14E-02       2.85E-03       3.88E-02   1
      0.10      0.50      9.50     10.00     -3.24       1.06E-02       2.75E-03       3.35E-02   1
      0.10      0.50      9.50     10.00     -3.16       9.72E-03       2.75E-03       2.94E-02   1
      0.10      0.50      9.50     10.00     -3.08       8.73E-03       2.72E-03       2.55E-02   1
      0.10      0.50      9.50     10.00     -3.00       8.02E-03       2.72E-03       2.24E-02   1
      0.10      0.50      9.50     10.00     -2.92       7.51E-03       2.62E-03       1.99E-02   1
      0.10      0.50      9.50     10.00     -2.84       7.06E-03       2.54E-03       1.80E-02   1
      0.10      0.50      9.50     10.00     -2.76       6.72E-03       2.59E-03       1.68E-02   1
      0.10      0.50      9.50     10.00     -2.68       6.60E-03       2.58E-03       1.54E-02   1
      0.10      0.50      9.50     10.00     -2.60       6.56E-03       2.69E-03       1.43E-02   1
      0.10      0.50      9.50     10.00     -2.52       6.63E-03       2.88E-03       1.35E-02   1
      0.10      0.50      9.50     10.00     -2.44       6.65E-03       3.09E-03       1.35E-02   1
      0.10      0.50      9.50     10.00     -2.36       6.76E-03       3.30E-03       1.33E-02   1
      0.10      0.50      9.50     10.00     -2.28       6.95E-03       3.52E-03       1.33E-02   1
      0.10      0.50      9.50     10.00     -2.20       7.11E-03       3.77E-03       1.31E-02   1
      0.10      0.50      9.50     10.00     -2.12       7.24E-03       3.94E-03       1.28E-02   1
      0.10      0.50      9.50     10.00     -2.04       7.23E-03       3.93E-03       1.25E-02   1
      0.10      0.50      9.50     10.00     -1.96       7.13E-03       3.92E-03       1.20E-02   1
      0.10      0.50      9.50     10.00     -1.88       6.76E-03       3.74E-03       1.13E-02   1
      0.10      0.50      9.50     10.00     -1.80       6.23E-03       3.44E-03       1.02E-02   1
      0.10      0.50      9.50     10.00     -1.72       5.47E-03       2.99E-03       9.09E-03   1
      0.10      0.50      9.50     10.00     -1.64       4.69E-03       2.55E-03       7.87E-03   1
      0.10      0.50      9.50     10.00     -1.56       3.92E-03       2.07E-03       6.75E-03   1
      0.10      0.50      9.50     10.00     -1.48       3.19E-03       1.64E-03       5.64E-03   1
      0.10      0.50      9.50     10.00     -1.40       2.53E-03       1.24E-03       4.69E-03   1
      0.10      0.50      9.50     10.00     -1.32       1.97E-03       9.34E-04       3.81E-03   1
      0.10      0.50      9.50     10.00     -1.24       1.54E-03       6.86E-04       3.08E-03   1
      0.10      0.50      9.50     10.00     -1.16       1.19E-03       4.93E-04       2.50E-03   1
      0.10      0.50      9.50     10.00     -1.08       9.18E-04       3.50E-04       2.02E-03   1
      0.10      0.50      9.50     10.00     -1.00       7.01E-04       2.46E-04       1.69E-03   1
      0.10      0.50      9.50     10.00     -0.92       5.41E-04       1.70E-04       1.39E-03   1
      0.10      0.50      9.50     10.00     -0.84       4.12E-04       1.19E-04       1.14E-03   1
      0.10      0.50      9.50     10.00     -0.76       3.16E-04       8.26E-05       9.35E-04   1
      0.10      0.50      9.50     10.00     -0.68       2.42E-04       5.92E-05       7.72E-04   1
      0.10      0.50      9.50     10.00     -0.60       1.89E-04       4.42E-05       6.50E-04   1
      0.10      0.50      9.50     10.00     -0.52       1.49E-04       3.31E-05       5.45E-04   1
      0.10      0.50      9.50     10.00     -0.44       1.21E-04       2.59E-05       4.69E-04   1
      0.10      0.50      9.50     10.00     -0.36       9.93E-05       1.90E-05       4.02E-04   1
      0.10      0.50      9.50     10.00     -0.28       8.38E-05       1.48E-05       3.52E-04   1
      0.10      0.50      9.50     10.00     -0.20       7.11E-05       1.21E-05       3.14E-04   1
      0.10      0.50      9.50     10.00     -0.12       6.18E-05       9.56E-06       2.94E-04   1
      0.10      0.50      9.50     10.00     -0.04       5.42E-05       7.87E-06       2.68E-04   1
      0.10      0.50      9.50     10.00      0.04       4.78E-05       6.31E-06       2.59E-04   1
      0.10      0.50      9.50     10.00      0.12       4.21E-05       5.12E-06       2.42E-04   1
      0.10      0.50      9.50     10.00      0.20       3.82E-05       4.29E-06       2.29E-04   1
      0.10      0.50      9.50     10.00      0.28       3.43E-05       3.63E-06       2.14E-04   1
      0.10      0.50      9.50     10.00      0.36       3.22E-05       3.15E-06       2.04E-04   1
      0.10      0.50      9.50     10.00      0.44       2.95E-05       2.67E-06       1.97E-04   1
      0.10      0.50      9.50     10.00      0.52       2.74E-05       2.37E-06       1.81E-04   1
      0.10      0.50      9.50     10.00      0.60       2.55E-05       2.08E-06       1.70E-04   1
      0.10      0.50      9.50     10.00      0.68       2.40E-05       1.85E-06       1.60E-04   1
      0.10      0.50      9.50     10.00      0.76       2.20E-05       1.63E-06       1.55E-04   1
      0.10      0.50      9.50     10.00      0.84       2.05E-05       1.49E-06       1.54E-04   1
